1582949742,209.141.36.43,0.087300,0,10.115903,42,2871
1582950765,209.141.36.43,0.090233,0,10.115465,0,1511
1582954364,209.141.36.43,0.108028,0,10.116170,0,1511
1582957965,209.141.36.43,0.105319,0,10.115861,0,1511
1582961564,209.141.36.43,0.093779,0,10.118458,0,1511
1582965165,209.141.36.43,0.092828,0,10.115389,0,1511
1582968765,209.141.36.43,0.096884,0,10.118422,4,1511
1582972365,209.141.36.43,0.110339,0,10.115816,2,1511
1582975964,209.141.36.43,0.087119,0,10.116183,2,1511
1582979565,209.141.36.43,0.093906,0,10.116946,1,1511
1582983164,209.141.36.43,0.106964,0,10.117355,0,1511
1582986765,209.141.36.43,0.169993,0,10.115793,0,1511
1582990365,209.141.36.43,0.097147,0,10.118225,0,1511
1582993965,209.141.36.43,0.107912,0,10.116742,5,1511
1582997565,209.141.36.43,0.105813,0,10.117158,0,1511
1583001165,209.141.36.43,0.099792,0,10.119488,0,1511
1583004764,209.141.36.43,0.094251,0,10.117586,2,1511
1583008365,209.141.36.43,0.089601,0,10.116685,2,1511
1583011964,209.141.36.43,0.128007,0,10.116919,1,1511
1583015565,209.141.36.43,0.095534,0,10.131551,0,1511
1583019164,209.141.36.43,0.076956,0,10.116676,0,1511
1583022765,209.141.36.43,0.088495,0,10.115409,3,1511
1583026365,209.141.36.43,0.094279,0,10.117689,0,1511
1583029965,209.141.36.43,0.091355,0,10.115799,0,1511
1583033565,209.141.36.43,0.099970,0,10.147120,0,1511
1583037165,209.141.36.43,0.102748,0,10.429454,0,1511
1583040764,209.141.36.43,0.140918,0,10.116592,0,1511
1583044365,209.141.36.43,0.386026,0,10.116808,2,1511
1583047964,209.141.36.43,0.130427,0,10.116560,0,1511
1583051565,209.141.36.43,0.097489,0,10.118251,0,1511
1583055165,209.141.36.43,0.091864,0,10.128497,0,1511
1583058764,209.141.36.43,0.332289,0,10.117245,0,1511
1583062365,209.141.36.43,0.090122,0,10.117049,0,1511
1583065965,209.141.36.43,0.143624,0,10.116780,2,1511
1583069564,209.141.36.43,0.096553,0,10.117003,0,1511
1583073165,209.141.36.43,0.089082,0,10.116811,2,1511
1583076764,209.141.36.43,0.093445,0,10.115925,0,1511
1583080365,209.141.36.43,0.094187,0,10.117083,0,1511
1583083964,209.141.36.43,0.093526,0,10.116836,0,1511
1583087565,209.141.36.43,0.100775,0,10.117595,0,1511
1583091164,209.141.36.43,0.094937,0,10.115394,0,1511
1583094765,209.141.36.43,0.090378,0,10.120148,0,1511
1583098365,209.141.36.43,0.096785,0,10.115481,0,1511
1583101964,209.141.36.43,0.098821,0,10.116277,0,1511
1583105565,209.141.36.43,0.093374,0,10.116532,0,1511
1583109164,209.141.36.43,0.103288,0,10.115240,0,1511
1583112765,209.141.36.43,0.095382,0,10.127630,0,1511
1583116364,209.141.36.43,0.135449,0,10.116597,0,1512
1583119965,209.141.36.43,0.097917,0,10.116268,0,1511
1583123564,209.141.36.43,0.093920,0,10.116117,0,1511
1583127165,209.141.36.43,0.089792,0,10.131982,0,1511
1583130764,209.141.36.43,0.106952,0,10.117263,0,1511
1583134365,209.141.36.43,0.128840,0,10.115538,0,1511
1583137964,209.141.36.43,0.093122,0,10.115254,0,1511
1583141565,209.141.36.43,0.091971,0,10.115513,0,1511
1583145164,209.141.36.43,0.095934,0,10.115939,0,1511
1583148765,209.141.36.43,0.102701,0,10.117822,0,1511
1583152364,209.141.36.43,0.100944,0,10.118318,0,1511
1583155965,209.141.36.43,0.208060,0,10.118289,0,1511
1583159564,209.141.36.43,0.109994,0,10.115682,0,1511
1583163165,209.141.36.43,0.113381,0,10.116773,0,1511
1583166764,209.141.36.43,0.232314,0,10.116311,0,1512
1583170366,209.141.36.43,0.118810,0,10.117951,0,1511
1583173964,209.141.36.43,0.100391,0,10.116404,0,1511
1583177565,209.141.36.43,0.111604,0,10.116968,0,1511
1583181164,209.141.36.43,0.103083,0,10.116496,0,1511
1583184765,209.141.36.43,0.123524,0,10.116698,0,1511
1583188364,209.141.36.43,0.117126,0,10.115969,0,1511
1583191965,209.141.36.43,0.210418,0,10.114618,0,1511
1583195564,209.141.36.43,0.098721,0,10.118892,0,1511
1583199165,209.141.36.43,0.103298,0,10.115926,0,1511
1583202764,209.141.36.43,0.092853,0,10.116678,0,1511
1583206364,209.141.36.43,0.089063,0,10.115632,0,1511
1583209965,209.141.36.43,0.089948,0,10.116204,0,1511
1583213564,209.141.36.43,0.100036,0,10.113116,0,1511
1583217165,209.141.36.43,0.090038,0,10.124525,0,1511
1583220765,209.141.36.43,0.095757,0,10.117662,0,1511
1583224365,209.141.36.43,0.091349,0,10.118385,0,1511
1583227965,209.141.36.43,0.090732,0,10.118013,0,1511
1583231564,209.141.36.43,0.098742,0,10.116269,0,1511
1583235165,209.141.36.43,0.115760,0,10.127299,0,1511
1583238764,209.141.36.43,0.100679,0,10.116609,0,1511
1583245964,209.141.36.43,0.100268,0,10.116431,0,1511
1583249566,209.141.36.43,0.191145,0,10.146243,0,1511
1583253164,209.141.36.43,0.266982,0,10.424149,0,1511
1583256766,209.141.36.43,0.135415,0,10.119358,3,1511
1583260365,209.141.36.43,0.100442,0,10.131718,0,1511
1583263964,209.141.36.43,0.100601,0,10.116341,0,1511
1583267565,209.141.36.43,0.278333,0,10.117527,0,1511
1583271165,209.141.36.43,0.099511,0,10.116053,0,1511
1583274764,209.141.36.43,0.143596,0,10.118133,0,1512
1583278365,209.141.36.43,0.099745,0,10.115279,0,1511
1583281965,209.141.36.43,0.095645,0,10.117133,0,1511
1583285564,209.141.36.43,0.103411,0,10.120984,0,1511
1583289165,209.141.36.43,0.095426,0,10.115596,0,1511
1583292765,209.141.36.43,0.096471,0,10.116729,0,1511
1583296365,209.141.36.43,0.092436,0,10.116491,0,1511
1583299964,209.141.36.43,0.117840,0,10.116667,0,1511
1583303565,209.141.36.43,0.094621,0,10.115515,0,1511
1583307164,209.141.36.43,0.096978,0,10.118510,0,1511
1583310765,209.141.36.43,0.093401,0,10.116515,0,1511
1583314365,209.141.36.43,0.091800,0,10.116825,0,1511
1583317965,209.141.36.43,0.119230,0,10.124690,0,1511
1583321564,209.141.36.43,0.097348,0,10.116369,0,1511
1583325165,209.141.36.43,0.083724,0,10.116432,0,1511
1583328764,209.141.36.43,0.095095,0,10.117996,0,1511
1583332365,209.141.36.43,0.095790,0,10.116771,0,1511
1583335965,209.141.36.43,0.092707,0,10.117879,0,1511
1583339564,209.141.36.43,0.101636,0,10.118381,1,1511
1583343165,209.141.36.43,0.100356,0,10.118931,0,1511
1583346765,209.141.36.43,0.176982,0,10.125104,0,1511
1583350364,209.141.36.43,0.102743,0,10.116831,0,1511
1583354084,209.141.36.43,0.118304,0,10.117091,0,1511
